id,carat,cut,price,color,clarity
A27785,0.72,Ideal,2608,H,VS1
A27786,0.9,Premium,4047,F,SI1
A27787,0.3,Good,526,E,SI1
A27788,0.9,Very Good,2693,J,SI2
A27789,2,Fair,11202,H,SI2
A27790,0.26,Premium,468,H,VVS1
A27791,0.7,Premium,2479,G,VS2
A27792,2.19,Ideal,15509,I,SI2
A27793,0.55,Ideal,2042,G,VVS1
A27794,1.54,Premium,15323,E,VS2
A27795,0.7,Very Good,2042,G,SI1
A27796,0.8,Very Good,2797,H,VS2
A27797,0.56,Ideal,3270,D,VVS1
A27798,1.5,Premium,16558,E,VS1
A27799,1.33,Ideal,6449,J,VS1
A27800,0.56,Ideal,1723,D,SI1
A27801,0.34,Premium,574,G,SI2
A27802,0.33,Very Good,621,G,VS1
A27803,1,Premium,6608,F,VS2
A27804,0.41,Very Good,969,E,SI1
A27805,0.33,Ideal,1040,F,VVS2
A27806,0.81,Ideal,2559,E,SI2
A27807,1.06,Premium,4238,G,SI2
A27808,1.73,Premium,13221,H,VS2
A27809,0.33,Premium,693,H,VS1
A27810,0.31,Ideal,816,E,VVS2
A27811,0.31,Ideal,734,D,VS2
A27812,0.56,Ideal,1993,G,VVS1
A27813,0.74,Ideal,2797,H,VS1
A27814,0.35,Premium,906,F,VS2
A27815,1.01,Very Good,4399,E,SI1
A27816,1.14,Ideal,6628,H,VS2
A27817,1.27,Premium,6892,H,SI1
A27818,0.34,Ideal,803,D,SI1
A27819,0.4,Premium,1123,D,VS1
A27820,0.5,Fair,1712,G,VVS2
A27821,0.43,Ideal,1008,G,VS1
A27822,0.46,Good,787,F,SI2
A27823,0.4,Very Good,842,F,VS2
A27824,0.33,Ideal,1002,D,VS2
A27825,1.02,Very Good,5701,F,SI1
A27826,0.3,Premium,506,J,VS1
A27827,0.58,Ideal,2241,E,VS1
A27828,0.91,Very Good,4720,D,VS2
A27829,0.3,Very Good,605,H,VVS2
A27830,0.26,Premium,724,E,VVS2
A27831,4.01,Premium,15223,I,I1
A27832,0.76,Ideal,2961,E,SI1
A27833,1.51,Very Good,15440,F,VS1
A27834,0.28,Very Good,394,H,VS2
A27835,1.24,Very Good,11130,F,VVS2
A27836,0.32,Very Good,792,E,VS1
A27837,1.24,Premium,4666,J,SI2
A27838,0.25,Premium,450,H,VVS1
A27839,1.2,Very Good,5321,G,SI2
A27840,0.3,Ideal,675,H,VS1
A27841,1.18,Ideal,5182,J,VS1
A27842,0.35,Ideal,706,G,VS1
A27843,2.03,Fair,14687,G,SI2
A27844,0.31,Ideal,997,D,VVS2
A27845,0.36,Very Good,631,E,SI1
A27846,1.24,Ideal,5055,H,VS1
A27847,0.51,Premium,1443,E,SI1
A27848,1.5,Fair,5460,D,I1
A27849,1.06,Ideal,4103,I,SI2
A27850,0.54,Premium,1960,E,VS1
A27851,0.35,Ideal,644,D,SI1
A27852,1.51,Premium,11255,G,SI1
A27853,0.31,Very Good,446,H,SI1
A27854,0.59,Ideal,1684,D,SI1
A27855,0.5,Fair,627,F,I1
A27856,0.51,Very Good,1386,E,SI1
A27857,0.5,Fair,1327,G,VS1
A27858,2.04,Ideal,16800,H,SI2
A27859,0.98,Very Good,3895,E,SI2
A27860,0.53,Ideal,2896,F,VVS1
A27861,0.9,Premium,3492,G,SI2
A27862,0.58,Ideal,1805,I,VVS1
A27863,0.31,Premium,872,E,VS2
A27864,1.46,Ideal,8421,E,SI2
A27865,1.01,Good,3655,J,VS2
A27866,1.04,Ideal,4515,H,SI1
A27867,0.31,Very Good,734,D,VS2
A27868,0.55,Ideal,1429,G,SI1
A27869,0.58,Ideal,1719,G,VS2
A27870,0.25,Very Good,583,F,VVS2
A27871,0.59,Ideal,1742,I,VVS1
A27872,1.2,Ideal,10367,F,VS1
A27873,1.07,Ideal,4419,G,SI2
A27874,0.3,Premium,675,E,SI1
A27875,1.35,Premium,5715,I,SI2
A27876,1.7,Very Good,9586,J,VS2
A27877,0.65,Very Good,2406,F,VS1
A27878,0.51,Ideal,1656,G,VS1
A27879,1.57,Ideal,9346,J,VVS2
A27880,1.55,Very Good,9428,G,SI1
A27881,0.54,Ideal,2882,F,VVS1
A27882,0.56,Good,1938,E,VS1
A27883,0.52,Ideal,1815,G,VS1
A27884,1.13,Very Good,5220,I,VS1
A27885,1.08,Very Good,4656,E,SI2
A27886,1.09,Premium,8454,G,VVS2
A27887,0.38,Ideal,844,F,SI1
A27888,1.1,Ideal,6146,F,SI1
A27889,0.47,Fair,719,F,SI2
A27890,2,Ideal,11255,I,SI2
A27891,0.75,Very Good,2573,F,SI1
A27892,1.37,Ideal,6401,I,SI2
A27893,1.15,Ideal,5930,I,VS1
A27894,1.04,Very Good,6095,G,VS2
A27895,0.3,Ideal,569,F,VS2
A27896,1,Fair,3889,E,SI2
A27897,1,Good,4916,E,SI1
A27898,1.02,Premium,3713,H,SI2
A27899,0.92,Very Good,4173,H,VS2
A27900,0.23,Premium,400,E,VS1
A27901,0.7,Very Good,2287,G,VS1
A27902,0.44,Ideal,1145,I,VVS1
A27903,0.4,Premium,1163,F,VVS2
A27904,1.32,Very Good,6810,I,SI1
A27905,0.92,Very Good,5183,G,VVS2
A27906,0.3,Very Good,710,D,VS2
A27907,1.02,Premium,11167,F,IF
A27908,0.35,Premium,644,D,SI1
A27909,1.01,Fair,3173,G,SI2
A27910,0.9,Fair,4057,E,VS2
A27911,1.05,Premium,5351,D,SI1
A27912,0.51,Ideal,2787,F,VVS1
A27913,0.73,Ideal,3183,G,VVS2
A27914,1.12,Premium,4321,I,VS2
A27915,0.55,Ideal,2030,E,VS2
A27916,0.82,Good,2805,G,VS2
A27917,0.87,Ideal,4553,G,VS2
A27918,0.3,Ideal,786,E,VVS2
A27919,0.3,Premium,947,F,IF
A27920,1.13,Very Good,5086,E,SI1
A27921,1.21,Ideal,5936,H,SI1
A27922,1.01,Ideal,4836,H,SI1
A27923,0.31,Ideal,942,D,VS2
A27924,1.51,Fair,8387,F,SI1
A27925,1.5,Premium,11007,I,VVS2
A27926,1.01,Fair,4751,H,VS2
A27927,1.31,Ideal,9891,G,VS1
A27928,1.23,Premium,5510,J,VS1
A27929,1.2,Premium,5376,I,VVS2
A27930,0.41,Ideal,1192,F,VVS2
A27931,1.17,Ideal,8648,F,VS1
A27932,0.53,Ideal,1721,E,VS2
A27933,0.3,Very Good,405,I,SI1
A27934,0.62,Very Good,1709,H,VS2
A27935,0.23,Premium,550,G,VVS2
A27936,0.32,Premium,461,H,SI1
A27937,0.39,Premium,684,I,SI2
A27938,0.3,Ideal,675,H,VS1
A27939,0.36,Good,505,E,SI2
A27940,1,Ideal,3528,G,SI2
A27941,0.34,Premium,765,E,SI1
A27942,0.31,Ideal,729,F,VS1
A27943,1.24,Premium,5305,H,VS2
A27944,0.91,Very Good,4066,H,VS1
A27945,0.41,Ideal,1153,E,VS1
A27946,0.32,Ideal,576,I,VS2
A27947,0.41,Premium,1107,I,VVS1
A27948,0.32,Very Good,486,E,SI1
A27949,2.04,Premium,16942,I,SI1
A27950,0.71,Very Good,3075,F,SI2
A27951,0.3,Ideal,911,D,VS2
A27952,0.4,Premium,1080,F,VS2
A27953,1.71,Ideal,14017,H,VS2
A27954,0.34,Premium,765,H,VS1
A27955,0.56,Ideal,1963,D,VS2
A27956,1.05,Fair,3816,D,SI2
A27957,0.57,Ideal,2632,E,VVS1
A27958,0.94,Very Good,6088,G,VVS1
A27959,0.52,Premium,1303,E,SI1
A27960,0.32,Good,540,F,SI2
A27961,1.04,Good,5045,F,SI1
A27962,0.3,Premium,554,H,SI1
A27963,0.35,Ideal,630,E,SI2
A27964,0.27,Very Good,443,J,VVS2
A27965,0.75,Fair,2700,F,SI1
A27966,0.35,Ideal,868,G,VVS1
A27967,1.01,Very Good,6846,G,VS1
A27968,0.33,Ideal,868,G,VVS1
A27969,0.7,Premium,2512,G,VS1
A27970,1.6,Fair,8666,D,SI2
A27971,0.31,Good,583,G,VS1
A27972,0.5,Very Good,1374,E,SI1
A27973,0.42,Ideal,984,G,VS1
A27974,0.4,Very Good,995,D,VS1
A27975,0.51,Ideal,1882,D,VS2
A27976,2.01,Good,15467,H,SI1
A27977,0.32,Premium,773,G,VS1
A27978,1.06,Ideal,7637,F,VS2
A27979,0.4,Ideal,990,D,SI1
A27980,0.9,Premium,4133,D,SI2
A27981,1.16,Very Good,7803,F,VS2
A27982,0.31,Premium,907,H,VVS1
A27983,0.33,Ideal,463,G,SI2
A27984,0.31,Premium,734,D,VS2
A27985,0.38,Very Good,633,D,SI2
A27986,0.3,Ideal,624,G,VS1
A27987,0.38,Very Good,1200,F,VVS1
A27988,0.43,Ideal,1036,D,SI1
A27989,0.7,Premium,2874,G,VVS2
A27990,1.02,Very Good,4478,E,SI2
A27991,0.31,Premium,683,D,VS1
A27992,0.82,Premium,2853,I,VS1
A27993,0.75,Premium,2142,I,SI1
A27994,0.37,Premium,844,E,VVS2
A27995,1.04,Very Good,11269,E,IF
A27996,0.4,Ideal,662,J,VVS2
A27997,1.21,Ideal,6017,G,SI2
A27998,0.3,Premium,789,G,VVS1
A27999,1.35,Premium,6254,J,VS2
A28000,1.41,Very Good,14936,G,VVS1
A28001,0.3,Premium,684,G,VVS2
A28002,0.3,Ideal,624,G,VS1
A28003,0.61,Ideal,1690,D,SI2
A28004,0.32,Ideal,828,D,VS2
A28005,1.04,Ideal,5572,I,VS1
A28006,0.32,Ideal,900,E,VS2
A28007,1.01,Very Good,6159,F,VS2
A28008,0.43,Ideal,1250,F,VVS2
A28009,1.1,Premium,5166,D,SI1
A28010,0.31,Good,533,D,SI1
A28011,0.23,Very Good,505,F,VVS1
A28012,0.41,Ideal,1076,F,VS1
A28013,1.33,Ideal,12209,G,VVS2
A28014,0.58,Ideal,1811,F,VS2
A28015,0.52,Ideal,1906,G,VVS2
A28016,0.31,Ideal,571,D,SI1
A28017,0.9,Very Good,4309,H,VS1
A28018,0.71,Ideal,2610,F,SI1
A28019,0.54,Ideal,1246,E,SI2
A28020,0.3,Ideal,764,H,IF
A28021,0.7,Ideal,1815,J,SI1
A28022,0.3,Premium,844,E,VS2
A28023,0.43,Ideal,1261,F,VVS1
A28024,0.71,Very Good,2345,F,SI1
A28025,0.4,Premium,772,D,SI1
A28026,1.01,Very Good,6968,G,VVS2
A28027,0.32,Ideal,561,H,VS1
A28028,0.53,Ideal,1707,E,VS2
A28029,0.6,Ideal,2570,G,IF
A28030,1.23,Ideal,6389,I,SI1
A28031,1.33,Ideal,15031,F,VVS2
A28032,0.71,Very Good,3444,H,IF
A28033,1.7,Premium,10501,I,SI1
A28034,1.5,Good,6552,G,SI2
A28035,1.01,Good,3626,G,SI2
A28036,1.5,Fair,7187,H,SI2
A28037,0.35,Ideal,1197,E,IF
A28038,1.01,Ideal,4886,H,SI1
A28039,1.55,Ideal,9117,I,SI1
A28040,1.25,Premium,7260,E,SI1
A28041,0.33,Ideal,932,F,VVS1
A28042,0.34,Ideal,459,I,SI1
A28043,0.54,Ideal,1065,F,SI2
A28044,1.1,Ideal,5037,I,SI1
A28045,1.04,Ideal,4543,H,SI2
A28046,1.01,Very Good,5260,H,VS2
A28047,0.4,Premium,840,G,SI1
A28048,0.31,Good,408,G,SI2
A28049,0.27,Ideal,622,D,VVS2
A28050,0.71,Good,2599,G,VS2
A28051,0.56,Ideal,1237,I,VS2
A28052,0.83,Very Good,2865,I,VS2
A28053,0.31,Premium,698,H,VS1
A28054,1.08,Ideal,4521,I,SI1
A28055,0.32,Very Good,505,G,SI1
A28056,0.48,Ideal,1026,H,VS2
A28057,0.59,Very Good,1265,F,SI2
A28058,1.11,Premium,4120,I,SI2
A28059,0.32,Ideal,494,J,VVS1
A28060,1.06,Very Good,4769,G,SI2
A28061,2.35,Premium,16340,H,SI2
A28062,0.39,Ideal,1248,E,IF
A28063,1.03,Premium,5087,F,SI1
A28064,0.71,Good,2007,I,VS1
A28065,0.57,Ideal,2193,F,VS1
A28066,0.32,Very Good,374,J,SI1
A28067,0.31,Ideal,789,G,VVS1
A28068,1.19,Premium,4761,J,VS2
A28069,1,Very Good,4004,E,SI2
A28070,1.04,Very Good,9705,E,VVS2
A28071,0.57,Ideal,2103,D,VS2
A28072,0.27,Ideal,470,E,VS2
A28073,0.4,Very Good,702,G,SI1
A28074,0.88,Ideal,3328,I,SI1
A28075,0.32,Premium,972,D,VS2
A28076,1.16,Premium,8346,E,VS1
A28077,0.5,Premium,1736,F,VS2
A28078,1.01,Premium,4513,H,SI1
A28079,1.51,Very Good,13757,E,VS2
A28080,0.32,Ideal,730,H,VVS1
A28081,0.31,Very Good,698,E,SI1
A28082,2.01,Premium,15939,I,VS2
A28083,0.63,Very Good,2149,F,VS1
A28084,1.01,Ideal,6340,G,VS2
A28085,0.9,Very Good,3643,D,SI2
A28086,0.58,Ideal,2245,G,VVS2
A28087,0.43,Premium,716,D,SI2
A28088,0.42,Ideal,1621,D,VVS1
A28089,0.64,Very Good,1390,I,SI1
A28090,0.31,Good,462,G,SI1
A28091,0.32,Ideal,648,H,VS2
A28092,1.04,Very Good,5152,F,SI1
A28093,0.93,Good,3839,D,SI2
A28094,0.54,Good,1263,D,SI1
A28095,0.72,Very Good,2265,G,SI1
A28096,0.4,Premium,1397,E,VVS1
A28097,0.38,Premium,1117,D,VS2
A28098,0.23,Ideal,423,H,VS1
A28099,0.91,Good,4257,G,VS2
A28100,0.96,Ideal,2826,F,I1
A28101,0.9,Good,3740,D,SI2
A28102,1.79,Good,9122,G,SI2
A28103,0.52,Ideal,1210,G,SI2
A28104,0.3,Ideal,675,G,VS2
A28105,0.41,Premium,1243,E,VVS2
A28106,1.01,Good,3852,G,SI2
A28107,1.02,Very Good,5019,F,SI1
A28108,0.7,Premium,2293,H,VS1
A28109,0.31,Ideal,789,G,VVS1
A28110,0.31,Very Good,628,H,VS2
A28111,0.9,Good,3933,E,SI1
A28112,0.7,Very Good,2394,H,VS1
A28113,0.35,Ideal,509,I,VS2
A28114,0.7,Premium,2838,F,VS2
A28115,0.7,Good,2468,D,SI1
A28116,0.31,Very Good,625,G,VS1
A28117,0.51,Ideal,1674,D,VS2
A28118,0.3,Ideal,524,D,SI1
A28119,1.7,Ideal,12099,I,VS1
A28120,0.32,Ideal,602,F,VS2
A28121,1.57,Ideal,8752,G,SI1
A28122,1.3,Very Good,5047,J,SI2
A28123,1.02,Ideal,8061,F,VS1
A28124,1.55,Ideal,13665,H,VS1
A28125,0.63,Premium,2391,G,VS2
A28126,1.1,Premium,5088,G,SI1
A28127,0.83,Very Good,3010,F,SI1
A28128,0.5,Ideal,1154,H,SI1
A28129,0.31,Ideal,901,F,IF
A28130,1.2,Good,8387,G,VS1
A28131,1.15,Good,4437,F,SI2
A28132,0.31,Very Good,383,I,SI2
A28133,1.41,Premium,7106,H,SI2
A28134,0.71,Premium,3877,D,VVS2
A28135,0.31,Ideal,942,D,VS2
A28136,0.7,Premium,3175,E,VS1
A28137,0.52,Ideal,1656,E,SI1
A28138,0.76,Premium,2744,G,VS2
A28139,1.17,Premium,4092,F,SI2
A28140,0.48,Good,1130,G,VS2
A28141,0.9,Fair,2964,J,VS1
A28142,1.03,Premium,4503,F,SI2
A28143,0.45,Premium,830,I,SI2
A28144,0.53,Good,1363,F,SI1
A28145,0.43,Premium,1584,D,VVS1
A28146,0.25,Very Good,548,F,VVS2
A28147,0.31,Premium,537,I,SI1
A28148,1.01,Ideal,5457,H,SI1
A28149,1.51,Ideal,7145,I,SI1
A28150,1.03,Premium,3974,F,SI2
A28151,0.72,Very Good,2376,E,SI2
A28152,1.14,Premium,4688,G,SI2
A28153,0.72,Ideal,3722,D,SI1
A28154,0.42,Ideal,1103,G,VVS2
A28155,1.27,Premium,6116,I,VS2
A28156,1.56,Ideal,10333,I,VS2
A28157,0.52,Ideal,1909,F,VS2
A28158,0.51,Premium,1080,I,SI1
A28159,0.61,Very Good,1125,J,SI2
A28160,0.31,Ideal,840,F,VVS1
A28161,0.32,Ideal,720,G,VS2
A28162,0.73,Very Good,3411,D,VS2
A28163,0.4,Good,678,F,SI1
A28164,0.71,Good,1644,J,VS2
A28165,0.3,Very Good,605,G,VS1
A28166,0.3,Ideal,766,E,VVS2
A28167,0.31,Ideal,542,G,VS1
A28168,1.05,Premium,3293,E,I1
A28169,0.43,Premium,1129,D,VS2
A28170,0.4,Ideal,843,F,VS2
A28171,0.91,Premium,3346,F,SI2
A28172,1.41,Ideal,10581,G,VS2
A28173,0.23,Ideal,530,F,VVS2
A28174,0.83,Ideal,4963,G,VVS1
A28175,0.72,Ideal,2359,H,SI1
A28176,0.89,Ideal,4854,F,VS2
A28177,1.01,Premium,5599,E,SI1
A28178,1.17,Ideal,11886,F,VVS1
A28179,0.37,Good,575,F,SI1
A28180,0.34,Premium,765,I,VVS2
A28181,2.31,Premium,13831,H,SI2
A28182,0.9,Ideal,3418,J,VS1
A28183,0.25,Ideal,595,F,VS1
A28184,0.71,Premium,3161,D,VS2
A28185,0.4,Premium,1323,F,VVS1
A28186,0.38,Ideal,766,I,VVS2
A28187,0.7,Good,2020,F,SI2
A28188,1.05,Premium,4145,J,VS2
A28189,1.7,Premium,7140,I,SI2
A28190,0.67,Good,2293,F,VS1
A28191,2.1,Fair,13007,G,SI2
A28192,0.3,Ideal,605,H,VVS2
A28193,1,Good,4504,F,SI1
A28194,1.04,Ideal,8341,D,VS1
A28195,1.01,Premium,4197,F,SI2
A28196,0.71,Ideal,2347,E,VS2
A28197,1,Ideal,4649,I,SI1
A28198,0.7,Very Good,2331,G,VS2
A28199,0.37,Premium,649,H,VS1
A28200,0.34,Premium,596,G,VS2
A28201,2.02,Premium,15498,G,SI2
A28202,0.38,Very Good,630,I,VVS1
A28203,0.36,Ideal,513,J,VS1
A28204,0.41,Good,827,E,VS1
A28205,0.76,Ideal,3716,F,VVS2
A28206,0.25,Fair,563,D,VS1
A28207,0.7,Ideal,3287,D,VS1
A28208,0.49,Premium,1940,D,VVS2
A28209,2.18,Ideal,15706,I,SI2
A28210,0.71,Very Good,2141,H,SI1
A28211,0.51,Ideal,1884,D,SI1
A28212,0.4,Good,1135,D,VVS2
A28213,0.96,Premium,4059,G,SI2
A28214,0.36,Ideal,505,H,SI1
A28215,0.54,Ideal,1993,D,VS2
A28216,0.32,Very Good,421,G,SI2
A28217,0.34,Ideal,1033,D,VS2
A28218,0.3,Ideal,873,F,IF
A28219,1.55,Ideal,15887,D,VS2
A28220,0.4,Premium,1123,D,VS1
A28221,0.91,Ideal,3664,G,SI2
A28222,0.9,Good,3057,I,SI2
A28223,0.9,Good,4381,D,SI1
A28224,1.2,Good,6793,G,VS2
A28225,1.52,Premium,10640,G,VS1
A28226,0.27,Very Good,620,E,VVS1
A28227,0.32,Ideal,586,F,SI1
A28228,0.33,Ideal,814,E,VVS2
A28229,0.53,Ideal,2293,G,IF
A28230,1.09,Premium,6153,G,VS2
A28231,0.34,Good,556,E,SI1
A28232,0.99,Very Good,4852,F,SI2
A28233,0.52,Ideal,1662,G,VS1
A28234,1.57,Premium,8595,J,VS1
A28235,0.41,Ideal,1432,E,VVS2
A28236,0.59,Ideal,1664,G,VS2
A28237,0.33,Ideal,403,I,SI2
A28238,0.5,Premium,1354,G,VS2
A28239,2.1,Ideal,17250,I,SI1
A28240,1.3,Ideal,8124,H,VS2
A28241,1.01,Very Good,6533,F,VS2
A28242,1.71,Very Good,17206,G,VS1
A28243,0.96,Fair,2068,G,I1
A28244,1.3,Fair,2571,E,I1
A28245,0.31,Ideal,749,G,VS1
A28246,0.52,Very Good,1311,G,SI1
A28247,1.56,Premium,14268,G,VS1
A28248,1,Good,4389,H,SI1
A28249,0.9,Fair,3500,H,VS1
A28250,1.21,Good,3415,G,I1
A28251,0.7,Good,2473,E,VS2
A28252,0.33,Ideal,682,E,VS2
A28253,2.03,Very Good,16392,I,SI1
A28254,1.76,Premium,12063,D,SI1
A28255,1.01,Premium,5713,G,VS2
A28256,0.7,Premium,2075,F,SI2
A28257,0.3,Ideal,473,I,VS1
A28258,0.44,Ideal,1334,E,VVS2
A28259,1.17,Ideal,5032,F,SI1
A28260,0.52,Ideal,1576,E,VS2
A28261,1,Fair,7083,D,VS1
A28262,1.51,Premium,15581,F,VS1
A28263,1.04,Very Good,4013,F,SI2
A28264,0.3,Premium,844,E,VS2
A28265,0.33,Ideal,694,I,IF
A28266,1.01,Good,4369,F,SI1
A28267,0.44,Premium,965,G,VS1
A28268,0.46,Ideal,1227,H,VVS1
A28269,0.5,Premium,1845,D,VS2
A28270,0.27,Ideal,799,E,VVS2
A28271,0.71,Ideal,3103,E,VS2
A28272,1.27,Very Good,7125,H,SI1
A28273,0.51,Ideal,1875,G,VVS2
A28274,1.22,Very Good,5329,F,SI1
A28275,0.31,Very Good,408,G,SI2
A28276,1.52,Ideal,9358,I,SI1
A28277,0.4,Very Good,687,F,SI1
A28278,0.33,Good,567,D,SI1
A28279,0.25,Ideal,535,F,VS2
A28280,1,Premium,4200,I,SI1
A28281,0.7,Ideal,2965,G,SI1
A28282,0.31,Ideal,897,F,VVS1
A28283,2.01,Premium,11903,F,SI2
A28284,0.26,Good,724,D,VVS2
A28285,0.31,Ideal,942,E,VS1
A28286,0.71,Ideal,2327,I,VS1
A28287,0.33,Good,492,D,SI2
A28288,1.51,Ideal,16754,F,VVS2
A28289,0.4,Premium,1050,F,VS1
A28290,0.3,Premium,712,D,VS1
A28291,0.35,Good,522,G,SI1
A28292,1.51,Good,13010,F,VS2
A28293,1.02,Premium,7197,F,VS1
A28294,0.51,Good,1343,G,VS2
A28295,0.56,Ideal,1819,E,VS2
A28296,1,Very Good,4864,E,SI1
A28297,0.56,Ideal,1723,D,SI1
A28298,1.69,Very Good,12394,I,VVS2
A28299,0.9,Good,3307,G,SI1
A28300,0.3,Ideal,814,F,VVS1
A28301,0.51,Good,1268,D,SI2
A28302,0.42,Ideal,1031,D,VS2
A28303,0.39,Ideal,1095,D,VS1
A28304,0.6,Ideal,2263,D,SI1
A28305,0.76,Fair,2328,H,SI1
A28306,0.71,Very Good,2450,E,VS2
A28307,0.24,Very Good,478,E,VVS2
A28308,0.6,Ideal,2141,E,VS2
A28309,1.26,Premium,6350,H,SI2
A28310,0.9,Very Good,4447,D,SI1
A28311,0.44,Ideal,838,D,SI1
A28312,1.5,Good,10256,H,VS1
A28313,0.4,Ideal,931,G,VVS2
A28314,1.02,Good,3770,H,SI2
A28315,0.23,Very Good,530,D,VVS2
A28316,1.5,Ideal,7253,I,SI2
A28317,0.3,Ideal,778,D,VS2
A28318,0.25,Ideal,525,G,VVS2
A28319,0.9,Premium,3704,F,SI2
A28320,0.75,Good,2278,E,SI2
A28321,0.41,Ideal,964,G,SI1
A28322,0.55,Very Good,2238,E,VVS2
A28323,0.33,Premium,521,H,VS2
A28324,0.31,Ideal,924,G,IF
A28325,1.02,Premium,7677,F,VS1
A28326,0.54,Very Good,1235,H,SI1
A28327,0.41,Ideal,1107,F,VS2
A28328,0.81,Ideal,4111,H,IF
A28329,0.31,Premium,802,F,VS2
A28330,0.52,Very Good,1343,G,SI1
A28331,0.4,Ideal,1050,D,VS2
A28332,0.4,Very Good,1184,E,VVS2
A28333,1.16,Ideal,10907,D,VS2
A28334,0.79,Ideal,2898,G,SI1
A28335,1.05,Ideal,6196,D,SI1
A28336,0.55,Ideal,1611,D,SI1
A28337,1,Premium,4816,H,SI1
A28338,1.06,Ideal,8285,G,VS1
A28339,0.41,Ideal,863,F,VS2
A28340,0.32,Ideal,639,E,VS2
A28341,1.06,Ideal,4092,I,SI2
A28342,0.51,Good,1220,F,SI1
A28343,0.4,Ideal,945,E,SI1
A28344,0.5,Good,1362,H,VVS2
A28345,1.06,Very Good,4255,I,SI1
A28346,0.35,Premium,647,H,SI1
A28347,1.16,Very Good,4586,I,SI1
A28348,1.25,Ideal,5355,G,SI2
A28349,0.43,Ideal,1584,D,VVS1
A28350,0.51,Premium,1833,G,VS1
A28351,1.04,Good,4193,H,SI2
A28352,0.32,Premium,645,F,VS2
A28353,1,Good,4569,H,VS2
A28354,1.5,Very Good,12870,F,VS2
A28355,0.65,Very Good,2178,G,VVS2
A28356,1.06,Premium,4872,H,SI1
A28357,1.23,Ideal,16253,D,VVS1
A28358,0.42,Ideal,847,G,VS2
A28359,0.35,Ideal,872,F,VVS2
A28360,0.55,Very Good,1692,D,SI1
A28361,0.7,Premium,1650,G,I1
A28362,0.37,Ideal,1056,G,IF
A28363,0.82,Fair,2339,G,SI1
A28364,0.52,Ideal,1694,G,VS1
A28365,1.27,Premium,4011,J,VS2
A28366,0.9,Premium,4082,H,VS2
A28367,0.61,Ideal,2461,H,IF
A28368,1.1,Premium,4967,E,SI2
A28369,1.01,Ideal,3732,J,SI2
A28370,0.72,Ideal,3478,G,VS1
A28371,0.7,Very Good,1795,I,SI2
A28372,1.25,Premium,4018,J,SI2
A28373,1.54,Ideal,10694,D,SI1
A28374,0.32,Premium,936,G,VVS2
A28375,0.27,Very Good,486,H,VVS2
A28376,0.73,Very Good,2374,D,SI2
A28377,0.41,Ideal,1001,F,VVS1
A28378,0.42,Very Good,1197,D,VVS1
A28379,0.42,Very Good,798,G,SI1
A28380,0.77,Very Good,2584,I,VS2
A28381,0.31,Good,567,D,VS2
A28382,1.04,Premium,4543,D,SI2
A28383,0.4,Very Good,596,J,VS2
A28384,0.59,Ideal,1916,G,VS1
A28385,0.91,Very Good,4423,F,VS1
A28386,0.26,Ideal,599,E,VVS2
A28387,1.21,Ideal,9215,E,VS2
A28388,0.33,Ideal,854,G,VS1
A28389,0.9,Premium,3609,E,SI1
A28390,0.77,Very Good,2927,H,VS1
A28391,0.7,Ideal,2573,G,VS1
A28392,0.72,Premium,2314,F,SI1
A28393,2,Premium,12521,G,SI2
A28394,0.32,Ideal,800,F,VVS2
A28395,0.31,Premium,942,E,VS1
A28396,0.43,Ideal,919,H,SI1
A28397,0.26,Very Good,427,I,VVS2
A28398,1.62,Very Good,10912,H,VS2
A28399,0.9,Very Good,4004,F,SI1
A28400,0.53,Premium,1273,G,SI1
A28401,0.55,Ideal,1664,H,VS2
A28402,0.7,Good,2633,G,VS2
A28403,1.51,Premium,14300,E,VS2
A28404,1.01,Very Good,5832,D,SI1
A28405,2.18,Premium,13938,J,SI1
A28406,1.03,Very Good,4903,G,SI1
A28407,1.5,Premium,13506,F,VS2
A28408,1.28,Premium,15806,E,IF
A28409,1.21,Premium,4933,E,SI2
A28410,0.26,Premium,491,H,VS1
A28411,0.41,Ideal,1007,F,VS1
A28412,0.3,Premium,526,E,SI1
A28413,0.27,Good,586,E,VVS1
A28414,0.23,Ideal,548,F,VS1
A28415,1.71,Ideal,11199,F,SI2
A28416,0.41,Ideal,613,J,VS2
A28417,0.41,Ideal,941,H,VS2
A28418,0.56,Ideal,1664,F,VS2
A28419,0.34,Ideal,775,H,VVS1
A28420,0.93,Premium,4073,I,VS2
A28421,0.9,Very Good,3489,I,VS2
A28422,0.33,Ideal,854,H,VVS2
A28423,2.03,Fair,6002,H,I1
A28424,0.32,Very Good,619,D,SI1
A28425,2.48,Fair,15030,I,SI2
A28426,1.58,Ideal,17329,G,IF
A28427,1,Very Good,7204,F,VS1
A28428,1.01,Ideal,6353,G,VS2
A28429,1.52,Ideal,9176,I,VS2
A28430,1.26,Premium,6915,F,SI1
A28431,0.7,Ideal,2537,E,SI1
A28432,1.5,Very Good,11004,F,SI1
A28433,2.02,Premium,11165,J,SI2
A28434,0.81,Good,3250,G,VS2
A28435,0.64,Very Good,1665,G,SI1
A28436,0.48,Ideal,918,F,SI2
A28437,0.73,Very Good,2844,E,SI1
A28438,1.01,Ideal,11154,E,VVS1
A28439,1.08,Very Good,4407,F,SI2
A28440,1.71,Premium,9760,I,SI2
