"id","basket_value","recency_days","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
1778,2.2,51,"rolls/buns","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,4.5,37,"citrus fruit","tropical fruit","pip fruit","other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,1.2,6,"grapes","whole milk","white wine","dishes","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,2.1,53,"tropical fruit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,7.9,75,"tropical fruit","pastry","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,4.1,75,"beverages","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,6.1,18,"sausage","pip fruit","whole milk","potato products",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,4.9,38,"sausage","specialty cheese","misc. beverages","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,4.1,75,"pork","white bread","pastry","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,3.4,32,"whole milk","rolls/buns","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,6.1,7,"sausage","whole milk","dessert","spices","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,5.8,75,"pastry","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,1.7,58,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,4.7,50,"tropical fruit","grapes","whole milk","canned fish","bottled water","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,
1795,2.6,59,"whole milk","bottled water","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,1.2,6,"pip fruit","whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,7.4,19,"turkey","citrus fruit","tropical fruit","pip fruit","berries","root vegetables","herbs","whole milk","butter","frozen vegetables","sauces","pickled vegetables","bottled water","rubbing alcohol","hygiene articles","napkins","flower (seeds)",,,,,,,,,,,,,,,
1799,4.6,41,"yogurt","specialty chocolate","seasonal products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,5.1,36,"whipped/sour cream","baking powder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,3.5,33,"finished products","tropical fruit","bottled water","popcorn","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,4.9,41,"sausage","mayonnaise","misc. beverages","candy",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,8.6,15,"other vegetables","cream cheese ","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,13,10,"sausage","meat","pip fruit","other vegetables","yogurt","rolls/buns","brown bread","bottled water","soda","fruit/vegetable juice","newspapers",,,,,,,,,,,,,,,,,,,,,
1808,3.2,45,"yogurt","UHT-milk","soda","red/blush wine","waffles",,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,2.2,63,"beef","frozen fish","rolls/buns","margarine",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,1.3,9,"other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,2.1,71,"tropical fruit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,8.7,8,"sausage","meat","tropical fruit","soda","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,3.3,37,"frankfurter","citrus fruit","rolls/buns","flour","long life bakery product",,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,8.6,9,"tropical fruit","pip fruit","root vegetables","whole milk","yogurt","rolls/buns","sweet spreads","cat food","pet care","hygiene articles","shopping bags",,,,,,,,,,,,,,,,,,,,,
1816,2.5,69,"citrus fruit","UHT-milk","zwieback","bottled water","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,1.4,11,"pork","bottled water","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,1.7,68,"soda","house keeping products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,2.2,67,"butter","rolls/buns","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,2.9,34,"chicken","dessert","yogurt","frozen vegetables","domestic eggs","salt","pasta","specialty fat","bottled water","newspapers",,,,,,,,,,,,,,,,,,,,,,
1824,15.6,75,"frankfurter","root vegetables","whole milk","butter milk","whipped/sour cream","rolls/buns","pastry","vinegar","coffee","bottled water","dish cleaner","female sanitary products",,,,,,,,,,,,,,,,,,,,
1825,8.9,11,"tropical fruit","yogurt","processed cheese","rolls/buns","bottled water","soda","misc. beverages","female sanitary products",,,,,,,,,,,,,,,,,,,,,,,,
1826,2.8,27,"root vegetables","whole milk","domestic eggs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,14.9,75,"meat","citrus fruit","pip fruit","curd","yogurt","whipped/sour cream","domestic eggs","pastry","flour","fruit/vegetable juice","bottled beer","salty snack","chocolate","cooking chocolate","hygiene articles","napkins","shopping bags",,,,,,,,,,,,,,,
1829,2.1,59,"tropical fruit","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,7.5,75,"whole milk","dessert","rolls/buns","pastry","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,1.1,2,"hamburger meat","citrus fruit","butter","frozen vegetables","pasta","sweet spreads","coffee",,,,,,,,,,,,,,,,,,,,,,,,,
1833,10,8,"frankfurter","sausage","curd","whipped/sour cream","frozen vegetables","jam","long life bakery product","candy",,,,,,,,,,,,,,,,,,,,,,,,
1834,1.7,68,"soda","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,5.1,38,"whipped/sour cream","rice","popcorn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,7.2,3,"whole milk","butter","yogurt","frozen meals","bottled water","bottled beer","canned beer","chocolate","flower (seeds)",,,,,,,,,,,,,,,,,,,,,,,
1837,5.4,68,"citrus fruit","root vegetables","other vegetables","salt","bottled water","chewing gum",,,,,,,,,,,,,,,,,,,,,,,,,,
1839,5.7,75,"root vegetables","butter milk","frozen vegetables","pastry","dish cleaner","hygiene articles","napkins",,,,,,,,,,,,,,,,,,,,,,,,,
1840,1.6,66,"pip fruit","root vegetables","zwieback","fruit/vegetable juice","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,2.5,67,"onions","other vegetables","whole milk","soups","bottled beer","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,
1842,2.1,60,"tropical fruit","grapes","oil","canned vegetables","tea","fruit/vegetable juice","snack products",,,,,,,,,,,,,,,,,,,,,,,,,
1843,3,48,"other vegetables","brown bread","soda","canned beer","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,4.7,35,"citrus fruit","rolls/buns","bottled water","red/blush wine","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,9.2,11,"root vegetables","other vegetables","whole milk","curd","cream cheese ","domestic eggs","misc. beverages","napkins",,,,,,,,,,,,,,,,,,,,,,,,
1847,4.8,28,"tropical fruit","pip fruit","whole milk","curd","yogurt","frozen meals",,,,,,,,,,,,,,,,,,,,,,,,,,
1849,1.6,58,"root vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,1.2,6,"pork","whole milk","margarine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,8.3,7,"pip fruit","yogurt","ice cream","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,3.3,28,"tropical fruit","whole milk","butter","brown bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,4,34,"pork","pip fruit","other vegetables","whole milk","yogurt","frozen fish","flour","sugar","baking powder","long life bakery product","chewing gum",,,,,,,,,,,,,,,,,,,,,
1856,2.2,64,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,6.1,15,"meat","organic sausage","whole milk","butter","UHT-milk","frozen vegetables","pickled vegetables","cat food","female sanitary products",,,,,,,,,,,,,,,,,,,,,,,
1858,1.7,60,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,1.6,56,"root vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,1.6,69,"root vegetables","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,9,75,"sausage","butter","pastry","canned beer","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,9.1,9,"beef","citrus fruit","pip fruit","root vegetables","other vegetables","whipped/sour cream","margarine","canned vegetables","cat food","shopping bags",,,,,,,,,,,,,,,,,,,,,,
1866,2.2,59,"rolls/buns","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,4.3,43,"tropical fruit","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,15.5,5,"sausage","tropical fruit","whole milk","curd","butter milk","whipped/sour cream","rolls/buns","softener","house keeping products",,,,,,,,,,,,,,,,,,,,,,,
1869,13.7,19,"tropical fruit","whole milk","cream cheese ","frozen vegetables","rolls/buns","chocolate","candy","pot plants",,,,,,,,,,,,,,,,,,,,,,,,
1870,1.7,58,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,5.3,75,"whole milk","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,2.6,63,"chicken","beef","whole milk","bottled water","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,8,9,"root vegetables","other vegetables","whipped/sour cream","canned beer","liquor","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,
1876,2.2,69,"rolls/buns","meat spreads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,7.3,10,"butter","whipped/sour cream","domestic eggs","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,4.3,32,"tropical fruit","sliced cheese","rolls/buns","napkins","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,14.4,9,"sausage","chicken","beef","root vegetables","other vegetables","curd","yogurt","cream cheese ","ice cream","newspapers",,,,,,,,,,,,,,,,,,,,,,
1880,1.7,67,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,5.3,64,"rolls/buns","bottled water","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,14.2,75,"tropical fruit","pip fruit","root vegetables","other vegetables","dessert","whipped/sour cream","sliced cheese","pastry","shopping bags",,,,,,,,,,,,,,,,,,,,,,,
1883,5,45,"tropical fruit","root vegetables","other vegetables","packaged fruit/vegetables","flower (seeds)",,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,4.1,75,"UHT-milk","pastry","coffee","red/blush wine","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,9.1,7,"root vegetables","other vegetables","domestic eggs","sugar","instant coffee","bottled water","soda","bottled beer","red/blush wine","waffles","specialty chocolate",,,,,,,,,,,,,,,,,,,,,
1886,6.3,75,"pip fruit","dessert","rolls/buns","pastry","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,1.2,6,"whole milk","brown bread","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1.3,9,"other vegetables","frozen meals","pasta","canned fish","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,8.3,19,"pork","hamburger meat","yogurt","cream cheese ","spread cheese","frozen vegetables","pasta","instant coffee","soda","waffles","specialty bar","seasonal products",,,,,,,,,,,,,,,,,,,,
1892,8,26,"whole milk","yogurt","sliced cheese","mayonnaise","rolls/buns","pasta","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,
1893,7.5,5,"frankfurter","pork","citrus fruit","pip fruit","other vegetables","whipped/sour cream","UHT-milk","salad dressing","frozen potato products","salty snack","newspapers",,,,,,,,,,,,,,,,,,,,,
1894,6.8,4,"whipped/sour cream","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,6.4,11,"other vegetables","whole milk","frozen potato products","rolls/buns","pasta","instant coffee","soda","fruit/vegetable juice","bottled beer","cake bar","seasonal products",,,,,,,,,,,,,,,,,,,,,
1897,3.1,33,"ham","bottled water","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,7.5,75,"whole milk","curd","rolls/buns","pastry","pasta","margarine",,,,,,,,,,,,,,,,,,,,,,,,,,
1899,6.3,20,"whole milk","butter","whipped/sour cream","condensed milk","soft cheese","hard cheese","processed cheese","frozen vegetables","detergent",,,,,,,,,,,,,,,,,,,,,,,
1900,1.7,52,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,5.2,54,"other vegetables","packaged fruit/vegetables","frozen dessert","rolls/buns","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1.2,6,"whole milk","margarine","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,5.5,75,"pork","tropical fruit","whole milk","rolls/buns","margarine",,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,22.9,75,"sausage","meat","turkey","citrus fruit","tropical fruit","pip fruit","root vegetables","onions","herbs","other vegetables","whole milk","curd","yogurt","whipped/sour cream","soft cheese","cream cheese ","frozen vegetables","brown bread","pastry","semi-finished bread","margarine",,,,,,,,,,,
1907,1.5,52,"curd","yogurt","frozen vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,5.1,38,"ice cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,1.4,11,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,8.8,22,"liver loaf","pork","citrus fruit","tropical fruit","root vegetables","other vegetables","whole milk","curd","dessert","yogurt","frozen vegetables","brown bread","semi-finished bread","oil","dog food","fruit/vegetable juice",,,,,,,,,,,,,,,,
1914,10.2,14,"citrus fruit","tropical fruit","root vegetables","herbs","other vegetables","whole milk","yogurt","bottled water","bottled beer",,,,,,,,,,,,,,,,,,,,,,,
1915,7.7,10,"chicken","citrus fruit","yogurt","whipped/sour cream","spread cheese","margarine","softener",,,,,,,,,,,,,,,,,,,,,,,,,
1916,14.8,75,"citrus fruit","whole milk","sliced cheese","rolls/buns","pastry","roll products ","coffee","bottled water","soda","bottled beer","canned beer","rum","waffles","chocolate",,,,,,,,,,,,,,,,,,
1917,1.4,11,"bottled water","liquor (appetizer)","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,9.2,6,"pip fruit","berries","root vegetables","other vegetables","whole milk","whipped/sour cream",,,,,,,,,,,,,,,,,,,,,,,,,,
1919,4.4,50,"whole milk","curd","yogurt","frozen vegetables","margarine","ketchup","cereals","canned fish","soda","cling film/bags",,,,,,,,,,,,,,,,,,,,,,
1920,1.2,6,"hamburger meat","whole milk","curd","dessert",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,8.7,8,"turkey","hamburger meat","root vegetables","other vegetables","whole milk","yogurt","hard cheese","cereals","long life bakery product","specialty chocolate","candy","hygiene articles",,,,,,,,,,,,,,,,,,,,
1922,18.2,26,"ham","beef","tropical fruit","pip fruit","other vegetables","whole milk","dessert","yogurt","whipped/sour cream","soft cheese","frozen potato products","rolls/buns","soda","long life bakery product","chocolate",,,,,,,,,,,,,,,,,
1923,2.4,63,"citrus fruit","pip fruit","other vegetables","canned vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,10.3,75,"sausage","other vegetables","dessert","domestic eggs","pastry","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,
1925,1.5,59,"yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,3.4,30,"chicken","hamburger meat","whole milk","rolls/buns","flour","margarine","coffee","canned beer","hygiene articles","shopping bags",,,,,,,,,,,,,,,,,,,,,,
1928,2.2,72,"beverages","rolls/buns","long life bakery product","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,3.1,33,"onions","bottled water","soda","canned beer","chewing gum","male cosmetics","napkins","cling film/bags",,,,,,,,,,,,,,,,,,,,,,,,
1931,4.1,75,"butter","pastry","semi-finished bread","white wine","detergent",,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,1.6,58,"root vegetables","butter","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,20.4,75,"sausage","ham","meat","pork","tropical fruit","pip fruit","grapes","other vegetables","whole milk","butter","whipped/sour cream","frozen meals","frozen fish","ice cream","domestic eggs","pastry","soda","syrup","detergent",,,,,,,,,,,,,
1934,3.4,45,"ham","whole milk","spread cheese","rolls/buns","waffles","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,
1935,1.7,67,"soda","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,12.2,75,"chicken","tropical fruit","whole milk","pastry","soda","long life bakery product","waffles","chocolate",,,,,,,,,,,,,,,,,,,,,,,,
1937,10,16,"sausage","pip fruit","whole milk","rolls/buns","flour","oil","soda",,,,,,,,,,,,,,,,,,,,,,,,,
1938,3,46,"other vegetables","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,1.2,6,"whole milk","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1.6,58,"root vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,2.5,61,"chicken","other vegetables","whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,4.8,41,"tropical fruit","pip fruit","whole milk","curd","yogurt","frozen vegetables","frozen meals","white bread","instant coffee","misc. beverages","bottled beer","hygiene articles",,,,,,,,,,,,,,,,,,,,
1943,3.3,38,"pork","root vegetables","brown bread","soda","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,8.1,17,"tropical fruit","pip fruit","root vegetables","whole milk","yogurt","beverages","domestic eggs","white bread","sweet spreads","soda",,,,,,,,,,,,,,,,,,,,,,
1946,5.4,75,"other vegetables","curd","pastry","Instant food products","salty snack","cake bar","chewing gum","napkins",,,,,,,,,,,,,,,,,,,,,,,,
1947,5.1,34,"whipped/sour cream","female sanitary products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,6.3,12,"whole milk","whipped/sour cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,5.5,76,"root vegetables","other vegetables","whole milk","bottled water","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,7.6,6,"sausage","berries","whole milk","yogurt","domestic eggs",,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,3.4,46,"beef","whole milk","butter","rolls/buns","cat food","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,
1953,4.3,39,"root vegetables","whole milk","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,3.6,35,"rolls/buns","brown bread","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,3.1,42,"canned beer","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,3.1,29,"sweet spreads","coffee","chocolate","seasonal products",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,4.5,44,"bottled water","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,5.1,42,"ice cream","sugar","napkins","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,5.1,43,"ice cream","roll products ","Instant food products","coffee","candles",,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,9.2,75,"butter","whipped/sour cream","brown bread","pastry","canned vegetables","fruit/vegetable juice","long life bakery product",,,,,,,,,,,,,,,,,,,,,,,,,
1964,4.9,44,"sausage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,2.1,59,"ham","tropical fruit","specialty cheese","long life bakery product","hygiene articles","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,
1966,8.7,16,"citrus fruit","pip fruit","other vegetables","whole milk","butter","cream cheese ","domestic eggs","vinegar","fruit/vegetable juice","softener","napkins",,,,,,,,,,,,,,,,,,,,,
1969,2.6,60,"whole milk","bottled water","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,1.7,67,"soups","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,5.8,75,"pastry","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,2.2,52,"onions","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,6.8,22,"ice cream","soda","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,1.1,2,"citrus fruit","pip fruit","curd","artif. sweetener","dog food","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,
1978,1.7,57,"white bread","soda","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,1.6,69,"pip fruit","root vegetables","sugar","coffee","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,6.8,4,"ice cream","soda","bottled beer","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,5.2,53,"beef","tropical fruit","frozen vegetables","pickled vegetables","bottled water","soda",,,,,,,,,,,,,,,,,,,,,,,,,,
1985,3.1,31,"cat food","chocolate","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,5.1,41,"whipped/sour cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,2.8,27,"berries","other vegetables","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,1.2,6,"whole milk","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1.6,66,"root vegetables","domestic eggs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,5.7,69,"pork","pip fruit","other vegetables","whole milk","yogurt","ketchup","pickled vegetables","soda","detergent",,,,,,,,,,,,,,,,,,,,,,,
1992,12.8,23,"sausage","pork","fish","citrus fruit","berries","whipped/sour cream","soda","fruit/vegetable juice","bathroom cleaner","soap",,,,,,,,,,,,,,,,,,,,,,
1993,1.4,11,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,6.5,11,"ice cream","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,9.4,3,"berries","root vegetables","whole milk","dessert","yogurt","whipped/sour cream","cream cheese ","semi-finished bread","canned fruit","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,
1997,6.3,26,"pork","berries","whole milk","dessert","whipped/sour cream","fruit/vegetable juice","candy",,,,,,,,,,,,,,,,,,,,,,,,,
1998,9.9,1,"ice cream","soda","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1.5,70,"curd","yogurt","waffles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,6.6,23,"sausage","dessert","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2.2,72,"rolls/buns","vinegar","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,35,"other vegetables","domestic eggs","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,5.4,75,"other vegetables","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3.3,40,"root vegetables","canned vegetables","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,9.1,12,"other vegetables","whole milk","butter","yogurt","cream cheese ","vinegar","pet care","fruit/vegetable juice","cling film/bags",,,,,,,,,,,,,,,,,,,,,,,
2006,4.1,75,"pastry","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,38,"other vegetables","brown bread","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,5.4,75,"other vegetables","frozen vegetables","pastry","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9.9,75,"citrus fruit","tropical fruit","whole milk","domestic eggs","pastry","bottled water","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,
2011,5.5,71,"citrus fruit","berries","onions","other vegetables","condensed milk","soft cheese","oil","pickled vegetables","specialty vegetables","coffee","bottled water","soda","bottled beer","dish cleaner","male cosmetics","cling film/bags",,,,,,,,,,,,,,,,
2012,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3.1,27,"chocolate","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2.4,54,"citrus fruit","other vegetables","frozen meals","rice","canned beer","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2.8,27,"other vegetables","yogurt","fruit/vegetable juice","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,11.1,13,"sausage","chicken","beef","pip fruit","root vegetables","onions","yogurt","soft cheese","mayonnaise","margarine","jam","sweet spreads","coffee","bottled water","soda","dish cleaner",,,,,,,,,,,,,,,,
2017,1.6,53,"root vegetables","frozen meals","white bread","snack products","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,9.4,11,"sausage","chicken","pip fruit","berries","other vegetables","dessert","yogurt","frozen vegetables","frozen meals","brown bread","semi-finished bread","ketchup","spices","ready soups","soda","canned beer","popcorn",,,,,,,,,,,,,,,
2019,1.4,11,"pip fruit","vinegar","bottled water","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5.3,53,"tropical fruit","berries","yogurt","domestic eggs","brown bread","soda","candy",,,,,,,,,,,,,,,,,,,,,,,,,
2021,6.4,23,"pork","other vegetables","whipped/sour cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,10.9,23,"whole milk","yogurt","cream cheese ","oil","pickled vegetables","cat food","misc. beverages","long life bakery product","chocolate","specialty bar","dishes",,,,,,,,,,,,,,,,,,,,,
2023,1.7,70,"mustard","soda","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,1.1,2,"citrus fruit","white bread","ketchup","fruit/vegetable juice","bottled beer","salty snack","popcorn","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
2025,2.6,55,"whole milk","margarine","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,12.5,75,"root vegetables","curd","dessert","whipped/sour cream","pastry","sauces","coffee","soda","fruit/vegetable juice","newspapers",,,,,,,,,,,,,,,,,,,,,,
2027,4.5,34,"citrus fruit","tropical fruit","other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,1.7,69,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,2.1,59,"tropical fruit","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,6.1,4,"root vegetables","onions","other vegetables","yogurt","frozen meals","vinegar","canned vegetables","soda","salty snack","napkins",,,,,,,,,,,,,,,,,,,,,,
2036,9.6,24,"chicken","beef","citrus fruit","whole milk","cream cheese ","domestic eggs","rolls/buns","canned beer","napkins","shopping bags",,,,,,,,,,,,,,,,,,,,,,
2037,1.4,11,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,8.4,75,"whole milk","pastry","fruit/vegetable juice","canned beer","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,
